ewoc_code;level_1;level_2;level_3;level_4;level_5;definition;label_full;LC_code;LC_label;sampling_label;sampling_label_v0;finetune_class
11-09-00-012-2;temporary_crops;herb_spice_medicinal_crops;;caraway;caraway_spring;;caraway_spring;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-013-0;temporary_crops;herb_spice_medicinal_crops;;catnip;;;catnip;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-014-0;temporary_crops;herb_spice_medicinal_crops;;chamomile;;;chamomile;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-015-0;temporary_crops;herb_spice_medicinal_crops;;chervil;;;chervil;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-016-0;temporary_crops;herb_spice_medicinal_crops;;coriander;;;coriander;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-017-0;temporary_crops;herb_spice_medicinal_crops;;ericaceae_heather;;;ericaceae_heather;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-018-0;temporary_crops;herb_spice_medicinal_crops;;galium_bedstraw;;;galium_bedstraw;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-019-0;temporary_crops;herb_spice_medicinal_crops;;hibiscus;;;hibiscus;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-019-1;temporary_crops;herb_spice_medicinal_crops;;bissap;;Hibiscus sabdariffa;bissap;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-020-0;temporary_crops;herb_spice_medicinal_crops;;lavender_lavandula;;;lavender_lavandula;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-021-0;temporary_crops;herb_spice_medicinal_crops;;lemon_balm_melissa;;;lemon_balm_melissa;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-022-0;temporary_crops;herb_spice_medicinal_crops;;lovage_maggiplant;;;lovage_maggiplant;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-023-0;temporary_crops;herb_spice_medicinal_crops;;mints_peppermint;;;mints_peppermint;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-024-0;temporary_crops;herb_spice_medicinal_crops;;moldavian_dragonhead;;;moldavian_dragonhead;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-025-0;temporary_crops;herb_spice_medicinal_crops;;nasturtiums;;;nasturtiums;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-026-0;temporary_crops;herb_spice_medicinal_crops;;nettles;;;nettles;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-027-0;temporary_crops;herb_spice_medicinal_crops;;oregano;;;oregano;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-028-0;temporary_crops;herb_spice_medicinal_crops;;parsley;;;parsley;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-028-1;temporary_crops;herb_spice_medicinal_crops;;parsley;parsley_root;Petroselinum crispum var. tuberosum;parsley_root;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-029-0;temporary_crops;herb_spice_medicinal_crops;;piper_pepper;;;piper_pepper;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-030-0;temporary_crops;herb_spice_medicinal_crops;;polygonum;;;polygonum;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-031-0;temporary_crops;herb_spice_medicinal_crops;;rosemary;;;rosemary;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-032-0;temporary_crops;herb_spice_medicinal_crops;;rubia_tinctorum_common_madder;;;rubia_tinctorum_common_madder;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-033-0;temporary_crops;herb_spice_medicinal_crops;;saffron_crocus_sativus;;;saffron_crocus_sativus;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-034-0;temporary_crops;herb_spice_medicinal_crops;;silver_comb;;;silver_comb;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-035-0;temporary_crops;herb_spice_medicinal_crops;;st_johns_wort;;;st_johns_wort;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-036-0;temporary_crops;herb_spice_medicinal_crops;;stachys_hedgenettle_chinese_artichoke;;;stachys_hedgenettle_chinese_artichoke;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-037-0;temporary_crops;herb_spice_medicinal_crops;;tarragon;;;tarragon;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-038-0;temporary_crops;herb_spice_medicinal_crops;;thyme;;;thyme;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-039-0;temporary_crops;herb_spice_medicinal_crops;;valerian;;;valerian;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-040-0;temporary_crops;herb_spice_medicinal_crops;;yarrow;;;yarrow;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-041-0;temporary_crops;herb_spice_medicinal_crops;;marian_thistles;;;marian_thistles;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-048-0;temporary_crops;herb_spice_medicinal_crops;;ginger;;;ginger;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-049-0;temporary_crops;herb_spice_medicinal_crops;;vanilla;;;vanilla;10;cropland_unspecified;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-049-1;temporary_crops;herb_spice_medicinal_crops;;vanilla;vanilla_forest;;vanilla_forest;10;cropland_unspecified;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-049-2;temporary_crops;herb_spice_medicinal_crops;;vanilla;green_vanilla;;green_vanilla;10;cropland_unspecified;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-050-0;temporary_crops;herb_spice_medicinal_crops;;tobacco;;;tobacco;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-051-0;temporary_crops;herb_spice_medicinal_crops;;hops;;;hops;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-052-0;temporary_crops;herb_spice_medicinal_crops;;poppy;;;poppy;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-052-1;temporary_crops;herb_spice_medicinal_crops;;poppy;winter_poppy;;winter_poppy;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-052-2;temporary_crops;herb_spice_medicinal_crops;;poppy;spring_poppy;;spring_poppy;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-054-0;temporary_crops;herb_spice_medicinal_crops;;savory;;;savory;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-055-0;temporary_crops;herb_spice_medicinal_crops;;psyllium;;;psyllium;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-055-1;temporary_crops;herb_spice_medicinal_crops;;psyllium_black;;;psyllium_black;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-055-2;temporary_crops;herb_spice_medicinal_crops;;psyllium_plantain;;;psyllium_plantain;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-056-0;temporary_crops;herb_spice_medicinal_crops;;bugleweed;;;bugleweed;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-057-0;temporary_crops;herb_spice_medicinal_crops;;curcuma_turmeric;;;curcuma_turmeric;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-058-0;temporary_crops;herb_spice_medicinal_crops;;speedwell_veronica;;;speedwell_veronica;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-059-0;temporary_crops;herb_spice_medicinal_crops;;hyssop;;;hyssop;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-060-0;temporary_crops;herb_spice_medicinal_crops;;woad;;dyer's woad, glastum, Isatis tinctoria;woad;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-061-0;temporary_crops;herb_spice_medicinal_crops;;marjoram;;;marjoram;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-062-0;temporary_crops;herb_spice_medicinal_crops;;horehound;;Marrubium vulgare;horehound;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-063-0;temporary_crops;herb_spice_medicinal_crops;;agrimony;;agrimonia;agrimony;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-064-0;temporary_crops;herb_spice_medicinal_crops;;mallow;;Malva genus;mallow;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-064-1;temporary_crops;herb_spice_medicinal_crops;;mallow;whorled_mallow;Malva verticillata, chinese marlow, cluster mallow;whorled_mallow;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-064-2;temporary_crops;herb_spice_medicinal_crops;;mallow;fodder_mallow;;fodder_mallow;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-065-0;temporary_crops;herb_spice_medicinal_crops;;marshmallow;;Althaea officinalis;marshmallow;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-066-0;temporary_crops;herb_spice_medicinal_crops;;mullein;;Verbascum;mullein;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-067-0;temporary_crops;herb_spice_medicinal_crops;;comfrey;;Symphytum;comfrey;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-09-00-068-0;temporary_crops;herb_spice_medicinal_crops;;roman_wormwood;;Artemisia pontica;roman_wormwood;11;temporary_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops;herb_spice_medicinal_crops
11-10-00-000-0;temporary_crops;flower_crops;;;;;flower_crops;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-001-0;temporary_crops;flower_crops;;adonis;;;adonis;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-002-0;temporary_crops;flower_crops;;anemones_windflowers;;;anemones_windflowers;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-003-0;temporary_crops;flower_crops;;asters;;;asters;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-004-0;temporary_crops;flower_crops;;begonias;;;begonias;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-005-0;temporary_crops;flower_crops;;bluebells;;;bluebells;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-006-0;temporary_crops;flower_crops;;bulrush;;;bulrush;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-007-0;temporary_crops;flower_crops;;burnet;;;burnet;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-008-0;temporary_crops;flower_crops;;carnation;;;carnation;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-009-0;temporary_crops;flower_crops;;chrysanthemum;;;chrysanthemum;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-010-0;temporary_crops;flower_crops;;cornflowers;;;cornflowers;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-011-0;temporary_crops;flower_crops;;corsican_hellebore;;;corsican_hellebore;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-012-0;temporary_crops;flower_crops;;dahlia;;;dahlia;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-013-0;temporary_crops;flower_crops;;daisy_daisies;;;daisy_daisies;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-014-0;temporary_crops;flower_crops;;dandelions;;;dandelions;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-015-0;temporary_crops;flower_crops;;echinacea_sun_hat;;;echinacea_sun_hat;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-016-0;temporary_crops;flower_crops;;edelweiss;;;edelweiss;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-017-0;temporary_crops;flower_crops;;fiddleneck_amsinckia;;;fiddleneck_amsinckia;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-018-0;temporary_crops;flower_crops;;fuchsias;;;fuchsias;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-019-0;temporary_crops;flower_crops;;galega;;goat's rue, Galega officinalis;galega;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-020-0;temporary_crops;flower_crops;;gentians;;;gentians;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-021-0;temporary_crops;flower_crops;;gladiolus_gladioli;;;gladiolus_gladioli;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-022-0;temporary_crops;flower_crops;;goldenrod;;;goldenrod;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-023-0;temporary_crops;flower_crops;;iris;;;iris;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-024-0;temporary_crops;flower_crops;;isatis_tinctoria_woad;;;isatis_tinctoria_woad;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-025-0;temporary_crops;flower_crops;;lilies;;;lilies;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-026-0;temporary_crops;flower_crops;;lotus;;;lotus;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-027-0;temporary_crops;flower_crops;;lunaria_honesty_silver;;;lunaria_honesty_silver;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-028-0;temporary_crops;flower_crops;;malva;;;malva;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-029-0;temporary_crops;flower_crops;;milk_star;;;milk_star;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-030-0;temporary_crops;flower_crops;;miscanthus_silvergrass;;;miscanthus_silvergrass;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-031-0;temporary_crops;flower_crops;;monstera_adansonii_eyelet;;;monstera_adansonii_eyelet;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-032-0;temporary_crops;flower_crops;;moonseed;;;moonseed;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-033-0;temporary_crops;flower_crops;;narcissus_daffodil;;;narcissus_daffodil;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-034-0;temporary_crops;flower_crops;;peony_peonies;;;peony_peonies;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-035-0;temporary_crops;flower_crops;;primrose;;;primrose;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-037-0;temporary_crops;flower_crops;;roses;;;roses;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-038-0;temporary_crops;flower_crops;;rudbeckia_coneflowers;;;rudbeckia_coneflowers;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-040-0;temporary_crops;flower_crops;;salsify;;;salsify;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-041-0;temporary_crops;flower_crops;;sanvitalia_procumbens;;;sanvitalia_procumbens;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-042-0;temporary_crops;flower_crops;;serradella;;;serradella;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-043-0;temporary_crops;flower_crops;;silene_catchfly;;;silene_catchfly;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-044-0;temporary_crops;flower_crops;;silphium_rosinweeds;;;silphium_rosinweeds;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-045-0;temporary_crops;flower_crops;;snapdragons;;;snapdragons;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-046-0;temporary_crops;flower_crops;;stonecrop;;;stonecrop;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-047-0;temporary_crops;flower_crops;;tagetes;;;tagetes;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-048-0;temporary_crops;flower_crops;;thimbles;;;thimbles;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-049-0;temporary_crops;flower_crops;;tulips;;;tulips;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-050-0;temporary_crops;flower_crops;;viola;;;viola;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-051-0;temporary_crops;flower_crops;;violets_pansies;;;violets_pansies;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-052-0;temporary_crops;flower_crops;;zinnias;;;zinnias;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-053-0;temporary_crops;flower_crops;;geranium;;;geranium;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-054-0;temporary_crops;flower_crops;;knapweed;;;knapweed;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-055-0;temporary_crops;flower_crops;;crocus;;;crocus;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-056-0;temporary_crops;flower_crops;;calla;;Zantedeschia (aronskelk);calla;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-057-0;temporary_crops;flower_crops;;belladona_lilly;;amaryllis;belladona_lilly;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-058-0;temporary_crops;flower_crops;;allium_flower;;;allium_flower;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-059-0;temporary_crops;flower_crops;;common_grape_hyacinth;;(blauw druifje);common_grape_hyacinth;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-060-0;temporary_crops;flower_crops;;myosotis;;myosotis;myosotis;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-061-0;temporary_crops;flower_crops;;hyacinth;;;hyacinth;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-062-0;temporary_crops;flower_crops;;hawkweed;;Hieracium;hawkweed;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-063-0;temporary_crops;flower_crops;;hollyhock;;Alcea rosea;hollyhock;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-10-00-064-0;temporary_crops;flower_crops;;cow_wheat;;Melampyrum;cow_wheat;11;temporary_crops;flower_crops;flower_crops;flower_crops
11-11-00-000-0;temporary_crops;grass_fodder_crops;;;;;grass_fodder_crops;11;temporary_crops;grass_fodder_crops;grass_fodder_crops;grass_fodder_crops
11-11-00-001-0;temporary_crops;grass_fodder_crops;;temporary_grass;;1 year grassland;temporary_grass;11;temporary_crops;grass_fodder_crops;grass_fodder_crops;grass_fodder_crops
11-11-00-002-0;temporary_crops;grass_fodder_crops;;sudan_grass;;;sudan_grass;11;temporary_crops;grass_fodder_crops;grass_fodder_crops;grass_fodder_crops
11-11-01-000-0;temporary_crops;grass_fodder_crops;poaceae_grasses;;;;poaceae_grasses;11;temporary_crops;grass_fodder_crops;grass_fodder_crops;grass_fodder_crops
11-11-01-001-0;temporary_crops;grass_fodder_crops;poaceae_grasses;elymus;;;elymus;11;temporary_crops;grass_fodder_crops;grass_fodder_crops;grass_fodder_crops
11-11-01-002-0;temporary_crops;grass_fodder_crops;poaceae_grasses;festuca_fescue;;;festuca_fescue;11;temporary_crops;grass_fodder_crops;grass_fodder_crops;grass_fodder_crops
11-11-01-002-1;temporary_crops;grass_fodder_crops;poaceae_grasses;festuca_fescue;tall_fescue;Lolium arundinaceum;tall_fescue;11;temporary_crops;grass_fodder_crops;grass_fodder_crops;grass_fodder_crops
11-11-01-002-2;temporary_crops;grass_fodder_crops;poaceae_grasses;festuca_fescue;red_fescue;Festuca rubra;red_fescue;11;temporary_crops;grass_fodder_crops;grass_fodder_crops;grass_fodder_crops
11-11-01-003-0;temporary_crops;grass_fodder_crops;poaceae_grasses;cocksfoot_catgrass_dactyl;;;cocksfoot_catgrass_dactyl;11;temporary_crops;grass_fodder_crops;grass_fodder_crops;grass_fodder_crops
11-11-01-004-0;temporary_crops;grass_fodder_crops;poaceae_grasses;festulolium;;;festulolium;11;temporary_crops;grass_fodder_crops;grass_fodder_crops;grass_fodder_crops
11-11-01-005-0;temporary_crops;grass_fodder_crops;poaceae_grasses;lolium_ryegrass;;;lolium_ryegrass;11;temporary_crops;grass_fodder_crops;grass_fodder_crops;grass_fodder_crops
11-11-01-005-1;temporary_crops;grass_fodder_crops;poaceae_grasses;lolium_ryegrass;italian_ryegrass;Lolium multiflorum;italian_ryegrass;11;temporary_crops;grass_fodder_crops;grass_fodder_crops;grass_fodder_crops
11-11-01-005-2;temporary_crops;grass_fodder_crops;poaceae_grasses;lolium_ryegrass;english_ryegrass;Lolium perenne;english_ryegrass;11;temporary_crops;grass_fodder_crops;grass_fodder_crops;grass_fodder_crops
11-11-01-006-0;temporary_crops;grass_fodder_crops;poaceae_grasses;setaria;;;setaria;11;temporary_crops;grass_fodder_crops;grass_fodder_crops;grass_fodder_crops
11-11-01-007-0;temporary_crops;grass_fodder_crops;poaceae_grasses;sod_turf;;;sod_turf;11;temporary_crops;grass_fodder_crops;grass_fodder_crops;grass_fodder_crops
11-11-01-008-0;temporary_crops;grass_fodder_crops;poaceae_grasses;switchgrass;;;switchgrass;11;temporary_crops;grass_fodder_crops;grass_fodder_crops;grass_fodder_crops
11-11-01-009-0;temporary_crops;grass_fodder_crops;poaceae_grasses;timothy;;;timothy;11;temporary_crops;grass_fodder_crops;grass_fodder_crops;grass_fodder_crops
11-11-01-010-0;temporary_crops;grass_fodder_crops;poaceae_grasses;sugar_cane;;;sugar_cane;11;temporary_crops;grass_fodder_crops;grass_fodder_crops;grass_fodder_crops
11-11-01-011-0;temporary_crops;grass_fodder_crops;poaceae_grasses;brome_grasses;;;brome_grasses;11;temporary_crops;grass_fodder_crops;grass_fodder_crops;grass_fodder_crops
11-11-01-012-0;temporary_crops;grass_fodder_crops;poaceae_grasses;vetiver_khus;;Chrysopogon zizanioides;vetiver_khus;11;temporary_crops;grass_fodder_crops;grass_fodder_crops;grass_fodder_crops
11-11-01-013-0;temporary_crops;grass_fodder_crops;poaceae_grasses;agrostis;;bentgrass;agrostis;11;temporary_crops;grass_fodder_crops;grass_fodder_crops;grass_fodder_crops
11-11-01-014-0;temporary_crops;grass_fodder_crops;poaceae_grasses;oatgrass;;Arrhenatherum;oatgrass;11;temporary_crops;grass_fodder_crops;grass_fodder_crops;grass_fodder_crops
11-11-01-015-0;temporary_crops;grass_fodder_crops;poaceae_grasses;kentucky_bluegrass;;Poa pratensis;kentucky_bluegrass;11;temporary_crops;grass_fodder_crops;grass_fodder_crops;grass_fodder_crops
11-11-01-016-0;temporary_crops;grass_fodder_crops;poaceae_grasses;wild_oat_jai_ghas;;Avena fatua;wild_oat_jai_ghas;11;temporary_crops;grass_fodder_crops;grass_fodder_crops;grass_fodder_crops
11-11-01-017-0;temporary_crops;grass_fodder_crops;poaceae_grasses;reed_canary_grass;;Phalaris arundinacea;reed_canary_grass;11;temporary_crops;grass_fodder_crops;grass_fodder_crops;grass_fodder_crops
11-11-01-018-0;temporary_crops;grass_fodder_crops;poaceae_grasses;lemongrass;;Cymbopogon, barbed wire grass, silky heads, oily heads, Cochin grass, Malabar grass, citronella grass or fever grass;lemongrass;11;temporary_crops;grass_fodder_crops;grass_fodder_crops;grass_fodder_crops
11-11-01-019-0;temporary_crops;grass_fodder_crops;poaceae_grasses;sweet_grass;;Hierochloe odorata or Anthoxanthum nitens, manna grass;sweet_grass;11;temporary_crops;grass_fodder_crops;grass_fodder_crops;grass_fodder_crops
11-11-02-000-0;temporary_crops;grass_fodder_crops;legumes_harvested_green;;;;legumes_harvested_green;11;temporary_crops;grass_fodder_crops;grass_fodder_crops;grass_fodder_crops
11-11-02-001-0;temporary_crops;grass_fodder_crops;legumes_harvested_green;alfalfa_lucerne;;;alfalfa_lucerne;11;temporary_crops;grass_fodder_crops;grass_fodder_crops;grass_fodder_crops
11-11-02-001-1;temporary_crops;grass_fodder_crops;legumes_harvested_green;alfalfa_lucerne;annual_alfalfa;;annual_alfalfa;11;temporary_crops;grass_fodder_crops;grass_fodder_crops;grass_fodder_crops
11-11-02-001-2;temporary_crops;grass_fodder_crops;legumes_harvested_green;alfalfa_lucerne;perennial_alfalfa;;perennial_alfalfa;11;temporary_crops;grass_fodder_crops;grass_fodder_crops;grass_fodder_crops
11-11-02-002-0;temporary_crops;grass_fodder_crops;legumes_harvested_green;arachis;;;arachis;11;temporary_crops;grass_fodder_crops;grass_fodder_crops;grass_fodder_crops
11-11-02-003-0;temporary_crops;grass_fodder_crops;legumes_harvested_green;clover;;;clover;11;temporary_crops;grass_fodder_crops;grass_fodder_crops;grass_fodder_crops
11-11-02-003-1;temporary_crops;grass_fodder_crops;legumes_harvested_green;clover;annual_clover;;annual_clover;11;temporary_crops;grass_fodder_crops;grass_fodder_crops;grass_fodder_crops
11-11-02-003-2;temporary_crops;grass_fodder_crops;legumes_harvested_green;clover;perennial_clover;;perennial_clover;11;temporary_crops;grass_fodder_crops;grass_fodder_crops;grass_fodder_crops
11-11-02-003-3;temporary_crops;grass_fodder_crops;legumes_harvested_green;clover;persian_clover;Trifolium resupinatum;persian_clover;11;temporary_crops;grass_fodder_crops;grass_fodder_crops;grass_fodder_crops
11-11-02-003-4;temporary_crops;grass_fodder_crops;legumes_harvested_green;clover;egyptian_clover;Trifolium alexandrium;egyptian_clover;11;temporary_crops;grass_fodder_crops;grass_fodder_crops;grass_fodder_crops
